id;datum;fallzahl;neue_faelle;todesfaelle;7_tage_inzidenz;rel_veraenderung_der_7_tage_inzidenz;7_tage_hosp_inzidenz;its_belegung
4510;2024-04-09;;;;1,1;;;
4507;2024-04-08;1460412;34;6211;0,9;59,1;;
4504;2024-04-07;1460378;;6190;0,9;42,6;;0,3
4501;2024-04-06;1460378;;6190;0,9;21,4;;0,3
4498;2024-04-05;1460378;;6190;0,9;'-0,2';0,3;0,4
4495;2024-04-04;1460378;;6190;0,8;'-19,6';0,3;0,4
4492;2024-04-03;1460378;;6190;0,7;'-40,4';0,3;0,4
4489;2024-04-02;1460378;20;6190;0,4;'-47,0';0,2;0,3
4486;2024-04-01;1460358;;6189;0,5;'-48,4';0,2;0,3
4483;2024-03-31;1460358;;6189;0,5;'-51,5';0,2;0,3
4480;2024-03-30;1460358;;6189;0,5;'-51,0';0,2;0,3
4477;2024-03-29;1460358;;6189;0,5;'-48,7';0,2;0,3
4474;2024-03-28;1460358;;6189;0,4;'-43,7';0,1;0,3
4471;2024-03-27;1460358;;6189;0,5;'-34,5';0,1;0,3
4468;2024-03-26;1460358;;6189;0,7;'-26,9';0,3;0,3
4465;2024-03-25;1460358;;6189;0,8;'-18,3';0,3;0,5
4462;2024-03-24;;;;0,8;'-9,6';0,3;0,4
4459;2024-03-23;;;;0,8;'-0,1';0,3;0,4
4456;2024-03-22;;;;0,9;10,5;0,3;0,5
4453;2024-03-21;1460331;;6186;1,2;18,0;0,5;0,3
4450;2024-03-20;;;;1,1;18,8;0,5;0,3
4447;2024-03-19;;;;1,3;19,7;0,6;0,4
4444;2024-03-18;;;;1,5;17,2;0,7;0,5
4441;2024-03-17;;;;1,5;9,8;0,7;0,6
4438;2024-03-16;;;;1,5;1,7;0,7;0,6
4435;2024-03-15;;;;1,3;'-5,9';0,7;0,6
4432;2024-03-14;;;;1,1;'-11,1';0,5;0,6
4429;2024-03-13;;;;1,2;'-11,8';0,6;0,8
4426;2024-03-12;;;;1,0;'-13,5';0,5;0,6
4423;2024-03-11;;;;0,9;'-14,0';0,4;0,8
4420;2024-03-10;;;;0,9;'-18,7';0,4;0,5
4417;2024-03-09;;;;1,0;'-21,2';0,4;0,5
4414;2024-03-08;;;;1,1;'-22,0';0,4;0,6
4411;2024-03-07;;;;1,2;'-27,8';0,4;0,3
4408;2024-03-06;1460248;;6183;1,3;'-33,6';0,4;0,3
4405;2024-03-05;1460248;;6183;1,3;'-35,7';0,3;0,5
4402;2024-03-04;1460248;47;6183;1,2;'-37,0';0,3;0,4
4399;2024-03-03;1460201;;6181;1,2;'-36,2';0,3;0,3
4396;2024-03-02;1460201;;6181;1,2;'-34,4';0,3;0,4
4393;2024-03-01;1460201;;6181;1,3;'-31,5';0,4;0,6
4390;2024-02-29;1460201;;6181;1,2;'-28,2';0,4;0,9
4387;2024-02-28;1460201;;6181;1,3;'-23,8';0,4;0,8
4384;2024-02-27;1460201;;6181;1,4;'-22,5';0,4;0,8
4381;2024-02-26;1460201;51;6181;1,8;'-21,2';0,7;0,9
4378;2024-02-25;1460150;;6179;1,8;'-22,1';0,7;1,0
4375;2024-02-24;;;;1,8;'-21,4';0,7;0,9
4372;2024-02-23;;;;2,1;'-19,5';0,9;0,9
4369;2024-02-22;;;;2,4;'-20,7';1,1;0,9
4366;2024-02-21;;;;2,2;'-24,1';1,0;0,9
4363;2024-02-20;;;;2,4;'-24,7';1,2;1,4
4360;2024-02-19;;;;2,4;'-24,7';1,2;1,4
4357;2024-02-18;;;;2,4;'-25,0';1,2;1,1
4354;2024-02-17;;;;2,4;'-24,8';1,2;1,3
4351;2024-02-16;;;;2,4;'-23,4';1,2;1,1
4348;2024-02-15;;;;2,4;'-19,0';1,1;1,0
4345;2024-02-14;;;;2,9;'-14,1';1,3;1,1
4342;2024-02-13;;;;3,0;'-12,5';1,3;1,1
4339;2024-02-12;;;;3,1;'-14,4';1,5;1,2
4336;2024-02-11;;;;3,1;'-16,9';1,4;1,3
4333;2024-02-10;;;;3,1;'-17,4';1,4;1,1
4330;2024-02-09;;;;3,4;'-16,9';1,8;1,3
4327;2024-02-08;;;;3,8;'-19,2';2,1;1,5
4324;2024-02-07;;;;3,7;'-22,4';2,2;1,7
4321;2024-02-06;;;;3,7;'-25,6';2,2;1,5
4318;2024-02-05;;;;3,9;'-27,1';2,4;2,4
4315;2024-02-04;;;;4,1;'-29,3';2,4;2,8
4312;2024-02-03;;;;4,1;'-30,3';2,4;2,9
4309;2024-02-02;;;;3,6;'-30,0';2,0;2,7
4306;2024-02-01;;;;3,6;'-27,7';1,7;2,8
4303;2024-01-31;;;;3,9;'-24,8';1,5;2,7
4300;2024-01-30;;;;4,6;'-22,2';1,7;2,7
4297;2024-01-29;;;;4,9;'-21,8';1,9;2,7
4294;2024-01-28;1459616;;6150;4,8;'-22,0';1,8;2,8
4291;2024-01-27;1459616;;6150;4,9;'-20,7';1,8;2,8
4288;2024-01-26;1459616;;6150;5,5;'-18,1';2,1;2,4
4285;2024-01-25;1459616;;6150;5,8;'-18,0';2,6;3,1
4282;2024-01-24;1459616;;6150;6,3;'-19,8';3,0;3,2
4279;2024-01-23;1459616;;6150;6,3;'-24,6';3,2;3,6
4276;2024-01-22;1459616;257;6150;6,8;'-35,3';3,0;3,8
4273;2024-01-21;1459359;;6134;6,9;'-37,5';3,0;4,3
4270;2024-01-20;1459359;;6134;6,9;'-37,6';3,1;4,7
4267;2024-01-19;1459359;;6134;6,9;'-36,2';3,0;4,8
4264;2024-01-18;1459359;;6134;7,1;'-35,9';2,9;4,8
4261;2024-01-17;1459359;;6134;7,3;'-36,9';3,1;4,3
4258;2024-01-16;1459359;;6134;7,8;'-46,4';3,2;4,8
4255;2024-01-15;1459359;286;6134;8,2;'-44,9';3,5;4,6
4252;2024-01-14;1459073;;6111;8,2;'-42,4';3,4;5,7
4249;2024-01-13;1459073;;6111;8,1;'-38,8';3,4;5,2
4246;2024-01-12;1459073;;6111;8,9;'-34,3';3,6;5,1
4243;2024-01-11;1459073;;6111;9,9;'-30,7';3,6;5,0
4240;2024-01-10;1459073;;6111;11,6;'-27,4';4,3;5,2
4237;2024-01-09;1459073;;6111;15,7;'-19,1';6,5;5,5
4231;2024-01-08;1459073;382;6111;13,4;'-22,2';5,5;6,4
4234;2024-01-08;1459073;;6111;13,4;'-22,2';5,5;6,4
4228;2024-01-07;1458691;;6075;13,4;'-32,9';5,5;6,7
4225;2024-01-06;1458691;;6075;13,4;'-38,5';5,5;7,4
4222;2024-01-05;1458691;;6075;15,0;'-40,2';6,4;7,8
4219;2024-01-04;1458691;;6075;17,0;'-40,8';7,7;8,6
4216;2024-01-03;1458691;;6075;26,2;'-42,9';12,1;8,5
4213;2024-01-02;1458691;193;6075;20,6;'-47,6';9,4;9,1
4210;2024-01-01;1458498;;6058;20,6;'-47,4';9,4;9,8
4207;2023-12-31;1458498;;6058;20,6;'-44,7';9,4;11,0
4204;2023-12-30;1458498;;6058;20,6;'-41,2';9,4;11,1
4201;2023-12-29;1458498;1882;6058;21,9;'-36,9';9,8;10,0
4198;2023-12-28;1456616;;6020;22,7;'-33,6';9,7;10,9
4195;2023-12-27;1456616;;6020;16,5;'-28,5';6,3;10,1
4192;2023-12-26;1456616;;6020;26,0;'-21,0';10,1;10,7
4189;2023-12-25;1456616;;6020;40,3;'-14,8';15,8;10,6
4186;2023-12-24;1456616;;6020;40,3;'-11,7';15,8;10,9
4183;2023-12-23;1456616;;6020;40,3;'-8,1';15,8;10,3
4180;2023-12-22;1456616;;6020;42,1;'-3,9';16,4;10,2
4177;2023-12-21;1456616;;6020;48,0;2,3;18,7;10,5
4174;2023-12-20;1456616;;6020;53,2;6,7;19,2;11,8
4171;2023-12-19;1456616;;6020;53,7;10,8;18,9;13,7
4168;2023-12-18;1456616;1979;6020;51,6;15,0;17,8;13,0
4165;2023-12-17;1454637;;5989;51,6;19,8;17,8;13,4
4162;2023-12-16;1454637;;5989;51,6;24,1;17,8;13,6
4159;2023-12-15;1454637;;5989;55,6;28,0;19,1;14,6
4156;2023-12-14;1454637;;5989;52,3;27,8;18,2;13,5
4153;2023-12-13;1454637;;5989;53,8;29,3;19,6;13,2
4150;2023-12-12;1454637;;5989;53,4;28,2;20,7;13,5
4147;2023-12-11;1454637;1870;5989;50,8;24,6;19,9;12,7
4144;2023-12-10;1452767;;5977;50,8;20,6;19,9;13,4
4141;2023-12-09;1452767;;5977;50,8;15,0;19,9;12,5
4138;2023-12-08;1452767;;5977;45,3;8,0;17,9;13,0
4135;2023-12-07;1452767;;5977;44,7;4,6;17,0;11,9
4132;2023-12-06;1452767;;5977;39,5;0,2;14,7;10,6
4129;2023-12-05;1452767;;5977;37,4;'-0,2';12,9;11,3
4126;2023-12-04;1452767;1327;5977;37,0;1,8;12,7;10,0
4123;2023-12-03;1451440;;5960;37,0;4,1;12,7;9,5
4120;2023-12-02;1451440;;5960;37,0;6,1;12,7;8,9
4117;2023-12-01;1451440;;5960;38,0;7,6;13,3;9,4
4114;2023-11-30;1451440;;5960;36,1;8,4;12,9;10,1
4111;2023-11-29;1451440;;5960;36,1;10,8;13,1;9,5
4108;2023-11-28;1451440;;5960;37,4;11,3;14,2;8,8
4105;2023-11-27;1451440;1401;5960;38,0;11,1;13,8;8,8
4102;2023-11-26;1450039;;5938;38,0;11,5;13,8;7,7
4099;2023-11-25;1450039;;5938;38,0;11,2;13,8;7,3
4096;2023-11-24;1450039;;5938;36,7;10,3;13,0;7,0
4093;2023-11-23;1450039;;5938;38,0;9,3;13,3;7,3
4090;2023-11-22;1450039;;5938;35,9;7,2;12,7;7,0
4087;2023-11-21;1450039;;5938;33,3;8,3;11,4;7,7
4084;2023-11-20;1450039;1256;5938;32,7;9,9;11,8;7,9
4081;2023-11-19;1448783;;5923;32,7;10,7;11,8;8,7
4078;2023-11-18;1448783;;5923;33,0;10,8;11,9;8,1
4075;2023-11-17;1448783;;5923;32,4;10,1;11,9;8,6
4072;2023-11-16;1448783;;5923;31,4;10,0;11,7;8,0
4069;2023-11-15;1448783;;5923;33,9;10,0;12,1;6,5
4066;2023-11-14;1448783;;5923;33,2;7,6;11,8;6,2
4063;2023-11-13;1448783;1146;5923;30,7;7,1;10,8;6,1
4060;2023-11-12;1447637;;5905;30,7;9,8;10,8;6,5
4057;2023-11-11;1447637;;5905;30,4;12,2;10,7;5,9
4054;2023-11-10;1447637;;5905;30,8;13,9;10,6;6,4
4051;2023-11-09;1447637;;5905;29,9;15,1;10,4;5,6
4048;2023-11-08;1447637;;5905;26,3;18,4;9,8;5,9
4045;2023-11-07;1447637;;5905;27,4;26,5;10,3;5,7
4042;2023-11-06;1447637;1004;5905;28,5;35,4;11,7;5,0
4039;2023-11-05;1446633;;5895;28,9;44,5;11,8;5,2
4036;2023-11-04;1446633;;5895;28,9;51,9;11,8;5,0
4033;2023-11-03;1446633;;5895;28,1;57,6;11,9;4,9
4030;2023-11-02;1446633;;5895;28,5;62,1;11,9;5,3
4027;2023-11-01;1446633;;5895;28,2;61,4;11,9;4,9
4024;2023-10-31;1446633;;5895;25,7;54,4;10,5;4,2
4021;2023-10-30;1446633;919;5895;22,9;46,1;8,4;3,3
4018;2023-10-29;1445714;;5877;22,5;40,2;8,3;3,3
4012;2023-10-28;1445714;;5877;22,5;31,5;8,3;3,7
4015;2023-10-28;1445714;;5877;22,5;31,5;8,3;3,7
4009;2023-10-27;1445714;;5877;21,5;19,4;7,8;3,5
4003;2023-10-26;1445714;;5877;18,8;8,7;6,9;3,5
4006;2023-10-26;1445714;;5877;18,8;8,7;6,9;3,5
4000;2023-10-25;1445714;;5877;16,8;1,6;5,8;3,2
3997;2023-10-24;1445714;;5877;14,7;'-2,4';5,1;3,0
3994;2023-10-23;1445714;517;5877;12,8;0,7;4,1;2,4
3991;2023-10-22;1445197;;5868;13,0;5,8;4,1;2,4
3988;2023-10-21;1445197;;5868;13,0;10,4;4,1;2,5
3985;2023-10-20;1445197;;5868;13,0;15,0;3,9;2,3
3982;2023-10-19;1445197;;5868;13,3;19,7;3,7;2,0
3979;2023-10-18;1445197;;5868;14,1;23,9;4,0;2,4
3976;2023-10-17;1445197;;5868;14,8;26,9;4,3;2,8
3973;2023-10-16;1445197;553;5868;14,5;23,7;4,1;2,7
3970;2023-10-15;1444644;;5864;14,4;22,2;4,1;2,4
3967;2023-10-14;1444644;;5864;14,4;19,5;4,1;2,7
3955;2023-10-13;1444644;;5864;13,6;15,3;4,1;2,9
3958;2023-10-13;1444644;;5864;13,6;15,3;4,1;2,9
3961;2023-10-13;1444644;;5864;13,6;15,3;4,1;2,9
3964;2023-10-13;1444644;;5864;13,6;15,3;4,1;2,9
3952;2023-10-12;1444644;;5864;13,8;12,7;4,2;3,1
3949;2023-10-11;1444644;;5864;13,6;10,5;4,0;3,0
3946;2023-10-10;1444644;;5864;10,6;7,3;3,0;2,9
3943;2023-10-09;1444644;406;5864;10,7;8,9;3,6;2,7
3940;2023-10-08;1444238;;5857;10,7;7,3;3,6;2,5
3937;2023-10-07;1444238;;5857;10,7;5,6;3,6;2,1
3934;2023-10-06;1444238;;5857;10,6;3,8;3,2;2,1
3931;2023-10-05;1444238;;5857;10,6;2,2;2,8;1,7
3928;2023-10-04;1444238;;5857;10,1;0,9;2,4;1,5
3925;2023-10-03;1444238;;5857;11,7;0,9;3,0;1,7
3922;2023-10-02;1444238;395;5857;10,5;'-3,5';1,9;1,6
3919;2023-10-01;1443843;;5850;10,5;'-5,1';1,9;1,7
3916;2023-09-30;1443843;;5850;10,5;'-6,5';1,9;1,6
3913;2023-09-29;1443843;;5850;9,9;'-7,8';1,7;1,3
3910;2023-09-28;1443843;;5850;8,9;'-8,1';1,8;1,6
3907;2023-09-27;;;;8,9;'-7,1';2,1;1,8
3904;2023-09-26;1443843;;5850;9,4;'-4,1';2,1;1,4
3901;2023-09-25;1443843;359;5850;10,6;'-1,8';2,8;1,5
3898;2023-09-24;1443484;;5845;10,6;0,7;2,8;1,6
3895;2023-09-23;1443484;;5845;10,6;2,9;2,8;1,7
3889;2023-09-22;1443484;;5845;10,6;4,8;2,9;1,4
3892;2023-09-22;1443484;;5845;10,6;4,8;2,9;1,4
3886;2023-09-21;1443484;;5845;10,5;8,3;2,7;1,4
3883;2023-09-20;1443484;;5845;10,5;12,7;2,7;1,4
3880;2023-09-19;1443484;;5845;10,8;18,2;2,6;1,6
3874;2023-09-18;1443484;400;5845;10,7;25,6;2,6;1,7
3877;2023-09-18;1443484;;5845;10,7;25,6;2,6;1,7
3871;2023-09-17;1443084;;5841;10,7;33,0;2,6;1,5
3868;2023-09-16;;;;10,7;39,9;2,6;1,6
3865;2023-09-15;;;;10,9;46,0;3,0;1,6
3859;2023-09-14;;;;11,3;48,7;3,2;1,4
3862;2023-09-14;;;;11,3;48,7;3,2;1,4
3856;2023-09-13;;;;10,6;48,3;2,9;1,4
3853;2023-09-12;;;;10,8;49,3;3,4;1,6
3850;2023-09-11;;;;9,5;46,7;3,0;1,3
3847;2023-09-10;1442693;;5839;9,5;48,8;3,0;1,1
3844;2023-09-09;1442693;;5839;9,5;46,9;3,0;1,2
3841;2023-09-08;1442693;;5839;8,6;40,1;2,5;0,9
3838;2023-09-07;1442693;;5839;8,1;33,5;2,2;0,7
3835;2023-09-06;1442693;;5839;7,4;27,3;2,0;0,9
3832;2023-09-05;1442693;;5839;6,0;19,3;1,6;0,7
3829;2023-09-04;;;;5,9;17,9;1,5;0,6
3826;2023-09-03;1442480;;5836;5,9;16,0;1,5;0,4
3823;2023-09-02;;;;5,9;13,2;1,5;0,2
3820;2023-09-01;;;;6,3;9,5;1,7;0,2
3817;2023-08-31;;;;5,8;7,3;1,6;0,2
3814;2023-08-30;;;;5,3;6,8;1,7;0,6
3811;2023-08-29;;;;5,0;10,9;1,3;0,7
3808;2023-08-28;;;;4,5;15,4;1,3;0,7
3805;2023-08-27;;;;4,5;24,1;1,3;0,7
3802;2023-08-26;;;;4,5;32,8;1,3;1,0
3799;2023-08-25;;;;4,8;41,7;1,3;1,0
3796;2023-08-24;;;;4,5;45,7;1,4;1,0
3793;2023-08-23;;;;5,1;51,9;1,7;1,1
3790;2023-08-22;;;;4,9;48,2;1,8;1,1
3787;2023-08-21;;;;4,9;40,2;1,8;1,1
3784;2023-08-20;;;;4,9;29,1;1,8;0,9
3781;2023-08-19;;;;4,9;14,2;1,8;0,9
3778;2023-08-18;;;;4,0;'-1,0';1,6;0,9
3775;2023-08-17;;;;3,9;'-7,0';1,4;0,9
3772;2023-08-16;;;;3,1;'-11,0';1,0;0,7
3769;2023-08-15;;;;3,0;'-10,1';1,0;0,7
3766;2023-08-14;;;;2,6;'-8,5';0,6;0,4
3763;2023-08-13;;;;2,6;'-5,5';0,6;0,5
3760;2023-08-12;;;;2,6;'-1,3';0,6;0,6
3757;2023-08-11;;;;3,1;3,6;0,7;0,7
3754;2023-08-10;;;;3,0;7,2;0,9;0,7
3751;2023-08-09;;;;3,3;8,4;1,0;0,9
3748;2023-08-08;1442008;;5834;3,6;7,5;1,1;0,9
3745;2023-08-07;1442008;;5834;3,4;7,2;1,1;0,8
3742;2023-08-06;;;;3,5;10,0;1,1;0,7
3739;2023-08-05;;;;3,5;11,0;1,1;0,6
3736;2023-08-04;;;;3,3;10,9;1,1;0,6
3733;2023-08-03;1441883;;5833;3,1;10,8;1,0;0,4
3730;2023-08-02;1441883;;5833;3,1;14,7;1,0;0,5
3727;2023-08-01;1441883;;5833;3,0;20,4;1,0;0,8
3724;2023-07-31;1441883;114;5833;3,2;26,3;1,2;0,7
3721;2023-07-30;1441769;;5832;3,1;29,7;1,2;0,7
3718;2023-07-29;;;;3,1;33,2;1,2;0,7
3715;2023-07-28;1441769;;5832;2,9;35,4;1,1;0,6
3712;2023-07-27;1441769;;5832;3,3;40,8;1,3;0,6
3709;2023-07-26;1441769;;5832;3,3;39,0;1,3;0,6
3706;2023-07-25;1441769;;5832;2,9;32,9;1,1;1,0
3703;2023-07-24;1441769;105;5832;2,5;30,4;0,9;0,8
3700;2023-07-23;1441664;;5828;2,5;19,6;0,9;0,7
3697;2023-07-22;1441664;;5828;2,5;8,1;0,9;0,7
3694;2023-07-21;1441664;;5828;2,7;'-2,9';1,0;0,5
3691;2023-07-20;1441664;;5828;2,2;'-13,6';0,7;0,5
3688;2023-07-19;1441664;;5828;2,0;'-17,8';0,6;0,5
3685;2023-07-18;1441664;;5828;2,0;'-20,7';0,5;0,4
3682;2023-07-17;1441664;81;5828;2,0;'-21,9';0,4;0,5
3679;2023-07-16;1441583;;5826;2,0;'-15,2';0,4;0,4
3673;2023-07-15;1441583;;5826;2,0;'-9,2';0,4;0,5
3676;2023-07-15;1441583;;5826;2,0;'-9,2';0,4;0,5
3670;2023-07-14;1441583;;5826;1,8;'-3,7';0,3;0,5
3667;2023-07-13;1441583;;5826;1,7;0,6;0,3;0,3
3664;2023-07-12;1441583;;5826;1,7;4,7;0,3;0,2
3661;2023-07-11;1441583;;5826;1,6;11,8;0,4;0,2
3658;2023-07-10;;;;2,6;18,8;0,4;0,2
3655;2023-07-09;1441547;;5824;2,6;'-2,7';0,4;0,2
3652;2023-07-08;1441547;;5824;2,6;'-20,0';0,4;0,2
3649;2023-07-07;1441547;;5824;2,6;'-31,6';0,4;0,2
3646;2023-07-06;1441547;;5824;2,5;'-41,4';0,3;0,2
3643;2023-07-05;1441547;;5824;2,7;'-46,8';0,4;0,2
3640;2023-07-04;1441547;;5824;2,6;'-49,6';0,4;0,1
3637;2023-07-03;1441547;61;5824;1,7;'-49,6';0,5;0,3
3634;2023-07-02;1441486;;5818;1,7;'-42,7';0,5;0,6
3631;2023-07-01;1441486;;5818;1,7;'-36,0';0,5;0,5
3628;2023-06-30;1441486;;5818;2,0;'-29,1';0,7;0,5
3625;2023-06-29;1441486;;5818;2,2;'-21,3';0,7;0,3
3622;2023-06-28;1441486;;5818;2,0;'-13,4';0,6;0,4
3619;2023-06-27;1441486;;5818;2,3;'-5,0';0,8;0,4
3616;2023-06-26;1441486;97;5818;4,1;5,4;1,2;0,5
3613;2023-06-25;1441389;;5817;4,1;8,8;1,2;0,7
3610;2023-06-24;1441389;;5817;4,1;12,5;1,2;0,7
3607;2023-06-23;1441389;;5817;4,7;16,5;1,6;0,9
3604;2023-06-22;1441389;;5817;5,0;18,6;2,0;1,0
3601;2023-06-21;1441389;;5817;5,1;16,8;2,2;1,1
3598;2023-06-20;1441389;;5817;5,2;13,1;2,1;0,9
3595;2023-06-19;1441389;168;5817;4,2;1,7;1,9;0,8
3592;2023-06-18;1441221;;5816;4,2;2,3;1,9;0,9
3589;2023-06-17;1441221;;5816;4,2;2,6;1,9;1,0
3580;2023-06-16;1441221;;5816;3,9;2,4;1,6;1,2
3583;2023-06-16;1441221;;5816;3,9;2,4;1,6;1,2
3586;2023-06-16;1441221;;5816;3,9;2,4;1,6;1,2
3577;2023-06-15;1441221;;5816;3,8;0,7;1,5;0,9
3574;2023-06-14;1441221;;5816;4,2;0,7;1,4;1,3
3571;2023-06-13;1441221;;5816;4,0;'-3,3';1,3;1,2
3568;2023-06-12;1441221;146;5816;3,9;'-6,1';1,3;1,0
3565;2023-06-11;1441075;;5813;3,9;'-20,1';1,3;0,9
3562;2023-06-10;1441075;;5813;3,9;'-29,6';1,3;0,9
3559;2023-06-09;1441075;;5813;3,6;'-35,2';1,0;0,8
3556;2023-06-08;1441075;;5813;3,7;'-37,7';1,0;0,7
3553;2023-06-07;1441075;;5813;3,6;'-36,6';1,1;0,7
3550;2023-06-06;1441075;;5813;4,8;'-35,2';1,6;0,8
3547;2023-06-05;1441075;30;5813;3,7;'-35,7';1,2;1,2
3544;2023-06-04;1441045;;5811;3,7;'-32,1';1,2;1,0
3541;2023-06-03;1441045;;5811;3,7;'-27,9';1,2;1,2
3538;2023-06-02;1441045;17;5811;4,2;'-22,9';1,5;1,3
3535;2023-06-01;1441028;30;5811;4,0;'-19,7';1,5;1,3
3532;2023-05-31;1440998;37;5810;4,4;'-19,2';1,6;1,5
3529;2023-05-30;1440961;;5809;4,4;'-19,6';1,4;1,7
3526;2023-05-29;;;;7,1;'-19,4';2,6;1,6
3523;2023-05-28;1440894;;5804;7,1;'-24,2';2,6;1,9
3520;2023-05-27;;;;7,1;'-26,9';2,6;2,0
3514;2023-05-26;1440894;27;5804;7,5;'-28,0';2,5;1,7
3517;2023-05-26;1440894;;5804;7,5;'-28,0';2,5;1,7
3511;2023-05-25;1440867;;5803;6,9;'-28,1';2,2;1,8
3508;2023-05-24;;;;7,3;'-27,7';2,4;1,9
3505;2023-05-23;1440799;65;5798;7,4;'-26,3';2,5;2,2
3502;2023-05-22;1440734;93;5797;7,1;'-25,2';2,3;2,1
3499;2023-05-21;1440641;;5796;7,1;'-18,7';2,3;2,9
3496;2023-05-20;1440641;;5796;7,0;'-11,9';2,3;3,0
3484;2023-05-19;1440641;77;5796;7,6;'-4,5';2,7;2,9
3487;2023-05-19;1440641;;5796;7,6;'-4,5';2,7;2,9
3490;2023-05-19;1440641;;5796;7,6;'-4,5';2,7;2,9
3493;2023-05-19;1440641;;5796;7,6;'-4,5';2,7;2,9
3481;2023-05-18;1440564;;5796;9,4;3,7;2,9;2,4
3478;2023-05-17;1440564;46;5796;10,1;10,0;2,9;2,2
3475;2023-05-16;1440518;61;5794;10,7;13,5;3,3;1,9
3472;2023-05-15;1440457;86;5791;11,2;14,6;3,4;2,3
3469;2023-05-14;1440371;;5792;11,2;8,0;3,4;2,3
3466;2023-05-13;1440371;;5792;11,2;1,4;3,4;2,0
3463;2023-05-12;1440371;56;5792;11,1;'-4,5';3,5;2,1
3460;2023-05-11;1440315;73;5777;11,9;'-10,9';4,3;2,4
3457;2023-05-10;1440242;100;5766;11,6;'-18,6';4,3;2,4
3451;2023-05-09;1440142;73;5760;12,2;'-24,8';4,6;2,4
3454;2023-05-09;1440142;;5760;12,2;'-24,8';4,6;2,4
3448;2023-05-08;1440069;100;5747;9,5;'-31,9';3,5;2,5
3445;2023-05-07;1439969;;5746;9,5;'-36,0';3,5;2,9
3442;2023-05-06;1439969;;5746;9,5;'-37,2';3,5;3,0
3439;2023-05-05;1439969;63;5746;9,1;'-36,5';3,3;3,3
3436;2023-05-04;1439906;107;5742;8,7;'-35,1';2,8;3,7
3433;2023-05-03;1439799;64;5737;9,5;'-33,7';3,2;4,2
3430;2023-05-02;1439735;119;5734;10,0;'-32,5';3,1;4,7
3427;2023-05-01;1439616;;5735;12,8;'-32,4';4,3;4,9
3424;2023-04-30;1439616;;5735;13,0;'-28,4';4,4;5,0
3421;2023-04-29;1439616;;5735;13,0;'-24,2';4,4;5,1
3418;2023-04-28;1439616;56;5735;13,8;'-19,6';4,8;5,3
3415;2023-04-27;1439560;88;5727;14,7;'-12,7';5,0;5,5
3412;2023-04-26;1439472;;5723;15,4;'-6,5';5,3;5,7
3409;2023-04-25;;;;17,3;'-0,4';6,0;5,6
3406;2023-04-24;1439234;;5712;19,6;6,2;6,8;5,8
3403;2023-04-23;;;;19,4;3,5;6,7;5,5
3400;2023-04-22;1439118;;5703;19,4;1,5;6,7;5,4
3397;2023-04-21;1439118;94;5703;20,3;0,2;6,8;5,2
3394;2023-04-20;1439024;;5697;22,0;'-4,5';7,3;5,2
3391;2023-04-19;;;;23,2;'-9,9';7,9;5,4
3388;2023-04-18;1438758;196;5688;25,9;'-16,3';9,9;5,9
3385;2023-04-17;1438562;151;5679;20,9;'-24,3';7,9;5,6
3382;2023-04-16;1438411;;5674;20,9;'-28,9';7,9;5,8
3379;2023-04-15;1438411;135;5674;20,9;'-31,3';7,9;5,6
3373;2023-04-14;1438276;174;5674;18,1;'-32,1';7,1;5,9
3376;2023-04-14;1438276;;5674;18,1;'-32,1';7,1;5,9
3370;2023-04-13;1438102;229;5671;18,4;'-32,5';7,3;6,3
3367;2023-04-12;1437873;;5667;18,7;'-33,2';7,1;6,6
3364;2023-04-11;;;;16,8;'-33,2';4,9;6,1
3361;2023-04-10;;;;24,1;'-32,4';8,0;6,4
3358;2023-04-09;;;;24,1;'-34,4';8,0;6,8
3355;2023-04-08;;;;24,1;'-34,2';8,0;6,2
3352;2023-04-07;1437595;155;5666;27,3;'-32,4';9,0;6,2
3349;2023-04-06;1437440;;5662;27,5;'-31,0';8,8;5,6
3346;2023-04-05;;;;28,8;'-29,0';9,6;6,0
3343;2023-04-04;;;;30,6;'-26,2';9,6;5,6
3340;2023-04-03;1436960;236;5662;33,9;'-23,3';10,1;5,4
3337;2023-04-02;1436724;;5662;34,1;'-20,6';10,2;6,0
3334;2023-04-01;1436724;;5662;34,2;'-17,3';10,3;5,8
3331;2023-03-31;1436724;135;5662;38,3;'-13,4';11,0;6,4
3328;2023-03-30;1436589;205;5656;41,8;'-10,2';11,8;6,7
3325;2023-03-29;1436384;216;5653;44,0;'-9,1';12,1;6,4
3322;2023-03-28;1436168;324;5650;47,7;'-5,0';14,7;6,1
3319;2023-03-27;1435844;400;5645;51,7;'-0,9';16,3;7,2
3316;2023-03-26;1435444;227;5619;51,4;3,2;16,2;7,1
3313;2023-03-25;1435217;;5618;51,4;7,2;16,1;7,0
3310;2023-03-24;1435217;;5618;52,8;11,1;17,0;6,6
3307;2023-03-23;1435217;304;5618;53,8;15,9;17,4;7,5
3304;2023-03-22;1434913;282;5610;53,4;21,9;16,7;8,0
3301;2023-03-21;1434631;495;5605;54,0;20,6;15,2;7,5
3298;2023-03-20;1434136;480;5601;53,6;13,9;14,5;6,4
3295;2023-03-19;1433656;339;5594;53,8;2,5;14,7;6,5
3292;2023-03-18;1433317;;5592;54,4;'-7,6';14,9;5,9
3289;2023-03-17;1433317;;5592;54,8;'-15,8';14,6;5,5
3286;2023-03-16;1433317;717;5592;59,0;'-24,7';16,1;5,2
